combination,features,n_features,n_samples,selector,model,mean_spearman,std_spearman,min_spearman,max_spearman
HandCrafted+DeepVisual+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,41642,339,pca_30,KF_SVR,-0.0408,0.1453,-0.2889,0.135
HandCrafted+DeepVisual+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,41642,339,pca_30,MLP,-0.0409,0.0735,-0.1372,0.0547
tcnj_semantic,tcnj_semantic,7,339,spearman_50,KF_Ridge,-0.041,0.0998,-0.2147,0.0722
tcnj_semantic,tcnj_semantic,7,339,spearman_30,KF_Ridge,-0.041,0.0998,-0.2147,0.0722
tcnj_semantic,tcnj_semantic,7,339,none,KF_Ridge,-0.041,0.0998,-0.2147,0.0722
RGBHistogram,RGBHistogram,72,339,spearman_50,KF_Ridge,-0.0412,0.1068,-0.198,0.133
HandCrafted+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_emotion|tcnj_semantic,938,339,none,KF_MLP,-0.0416,0.1257,-0.2656,0.0558
Audio+EmotionSemantic,tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,62,339,pca_50,MLP,-0.0418,0.063,-0.1279,0.0601
HSVHistogram,HSVHistogram,72,339,spearman_50,LinearRegression,-0.0418,0.1458,-0.3153,0.1078
VisualAll,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,42128,339,pca_30,KF_GradientBoosting,-0.0421,0.0852,-0.2029,0.0343
ViT,ViT,2304,339,none,SVR,-0.0428,0.1232,-0.225,0.1255
RGBHistogram,RGBHistogram,72,339,none,KF_GradientBoosting,-0.0432,0.0843,-0.1639,0.0577
ViT,ViT,2304,339,none,GradientBoosting,-0.0433,0.1135,-0.1966,0.1394
RGBHistogram,RGBHistogram,72,339,spearman_50,KF_MLP,-0.0434,0.1246,-0.1704,0.1719
R3D,R3D,512,339,spearman_50,KF_Ridge,-0.0439,0.1046,-0.2019,0.0752
Temporal,R3D,512,339,spearman_50,KF_Ridge,-0.0439,0.1046,-0.2019,0.0752
EfficientNetB3,EfficientNetB3,4608,339,none,KF_MLP,-0.044,0.1212,-0.245,0.0843
HSVHistogram,HSVHistogram,72,339,spearman_50,KF_MLP,-0.0442,0.0356,-0.0926,0.0095
DenseNet121,DenseNet121,3072,339,pca_30,SVR,-0.0444,0.1411,-0.2955,0.0765
ViT,ViT,2304,339,spearman_50,KF_Ridge,-0.0446,0.1155,-0.1723,0.1064
ViT,ViT,2304,339,pca_50,Ridge,-0.045,0.1043,-0.2214,0.104
ResNet50,ResNet50,6144,339,pca_50,KF_Ridge,-0.0451,0.0869,-0.2105,0.0225
HSVHistogram,HSVHistogram,72,339,pca_30,KF_MLP,-0.0454,0.1173,-0.2221,0.092
DeepVisual,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,40704,339,pca_30,KF_MLP,-0.0459,0.1021,-0.2105,0.1028
VisualAll+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,42154,339,pca_30,KF_SVR,-0.046,0.1312,-0.2746,0.1167
ResNet50,ResNet50,6144,339,none,GradientBoosting,-0.0463,0.0833,-0.169,0.0596
ResNet50,ResNet50,6144,339,pca_50,LinearRegression,-0.047,0.0921,-0.2154,0.0508
DeepVisual,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,40704,339,pca_50,KF_MLP,-0.0472,0.127,-0.2114,0.1339
HandCrafted+Audio+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,974,339,pca_50,GradientBoosting,-0.0473,0.1265,-0.2653,0.1002
HSVHistogram,HSVHistogram,72,339,spearman_30,Ridge,-0.0475,0.1298,-0.2392,0.1618
HandCrafted,HSVHistogram|RGBHistogram|LBP,912,339,pca_50,KF_GradientBoosting,-0.0475,0.071,-0.166,0.0514
Temporal,R3D,512,339,spearman_50,GradientBoosting,-0.0476,0.0941,-0.1327,0.1113
R3D,R3D,512,339,spearman_50,GradientBoosting,-0.0476,0.0941,-0.1327,0.1113
ViT,ViT,2304,339,pca_30,KF_GradientBoosting,-0.0477,0.0678,-0.1306,0.0292
EfficientNetB3,EfficientNetB3,4608,339,pca_50,SVR,-0.0477,0.073,-0.1495,0.0458
DenseNet121,DenseNet121,3072,339,pca_30,MLP,-0.0482,0.1689,-0.3506,0.1321
ResNet50,ResNet50,6144,339,spearman_50,GradientBoosting,-0.0483,0.0772,-0.1927,0.0398
EmotionSemantic,tcnj_emotion|tcnj_semantic,26,339,pca_30,KF_LinearRegression,-0.0485,0.1821,-0.2928,0.1908
EmotionSemantic,tcnj_emotion|tcnj_semantic,26,339,pca_50,KF_LinearRegression,-0.0485,0.1821,-0.2928,0.1908
ViT,ViT,2304,339,pca_50,KF_Ridge,-0.0487,0.0918,-0.2234,0.0342
HandCrafted+Audio,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o,948,339,pca_50,SVR,-0.0498,0.0789,-0.1493,0.0569
LBP,LBP,768,339,pca_30,KF_Ridge,-0.05,0.1036,-0.2378,0.0549
RGBHistogram,RGBHistogram,72,339,none,KF_MLP,-0.0502,0.0535,-0.1214,0.0418
HandCrafted+Audio,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o,948,339,pca_50,GradientBoosting,-0.0504,0.1223,-0.227,0.0888
RGBHistogram,RGBHistogram,72,339,spearman_30,KF_GradientBoosting,-0.0506,0.111,-0.2191,0.0921
tcnj_audio_c,tcnj_audio_c,27,339,spearman_30,KF_SVR,-0.0507,0.0887,-0.1548,0.1003
tcnj_audio_c,tcnj_audio_c,27,339,none,KF_SVR,-0.0507,0.0887,-0.1548,0.1003
tcnj_audio_c,tcnj_audio_c,27,339,spearman_50,KF_SVR,-0.0507,0.0887,-0.1548,0.1003
LBP,LBP,768,339,pca_50,GradientBoosting,-0.0509,0.1394,-0.2467,0.1539
R3D,R3D,512,339,spearman_30,KF_Ridge,-0.051,0.1406,-0.2226,0.1156
Temporal,R3D,512,339,spearman_30,KF_Ridge,-0.051,0.1406,-0.2226,0.1156
HSVHistogram,HSVHistogram,72,339,spearman_30,LinearRegression,-0.0511,0.1294,-0.2472,0.1551
EfficientNetB3,EfficientNetB3,4608,339,pca_30,LinearRegression,-0.0514,0.1153,-0.2092,0.1247
ViT,ViT,2304,339,spearman_50,KF_SVR,-0.0514,0.1269,-0.2074,0.1116
RGBHistogram,RGBHistogram,72,339,pca_30,KF_LinearRegression,-0.0518,0.1157,-0.1488,0.1737
ResNet50,ResNet50,6144,339,spearman_50,MLP,-0.0524,0.091,-0.14,0.092
RGBHistogram,RGBHistogram,72,339,pca_50,GradientBoosting,-0.0529,0.0616,-0.1345,0.0242
AlexNet,AlexNet,12288,339,pca_50,KF_GradientBoosting,-0.0533,0.1232,-0.1863,0.1377
ResNet50,ResNet50,6144,339,pca_50,SVR,-0.0533,0.1131,-0.2254,0.074
HandCrafted+DeepVisual+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,41642,339,pca_30,KF_MLP,-0.0538,0.166,-0.2967,0.1393
VisualAll,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,42128,339,pca_50,KF_GradientBoosting,-0.0538,0.0781,-0.1854,0.0361
HSVHistogram,HSVHistogram,72,339,spearman_30,GradientBoosting,-0.0539,0.1219,-0.2676,0.0793
EfficientNetB3,EfficientNetB3,4608,339,pca_50,KF_SVR,-0.054,0.131,-0.2597,0.1445
HandCrafted+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_emotion|tcnj_semantic,938,339,pca_30,KF_Ridge,-0.0542,0.0435,-0.1094,0.0147
VisualAll,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,42128,339,pca_30,KF_SVR,-0.0543,0.1441,-0.3161,0.1155
HSVHistogram,HSVHistogram,72,339,pca_30,KF_LinearRegression,-0.0546,0.1196,-0.2106,0.1225
VGG,VGG,12288,339,spearman_50,KF_GradientBoosting,-0.0546,0.0925,-0.2363,0.0198
HandCrafted,HSVHistogram|RGBHistogram|LBP,912,339,spearman_30,KF_LinearRegression,-0.0546,0.1291,-0.2399,0.0939
ViT,ViT,2304,339,pca_50,KF_MLP,-0.0554,0.0668,-0.1649,0.0308
Audio+EmotionSemantic,tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,62,339,pca_30,LinearRegression,-0.0555,0.1843,-0.2859,0.1393
Audio+EmotionSemantic,tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,62,339,pca_30,Ridge,-0.0555,0.1843,-0.2859,0.1393
HandCrafted,HSVHistogram|RGBHistogram|LBP,912,339,pca_30,GradientBoosting,-0.0561,0.1491,-0.2326,0.133
All,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,42190,339,pca_50,KF_GradientBoosting,-0.0565,0.0448,-0.1134,0.0205
HandCrafted+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_emotion|tcnj_semantic,938,339,pca_30,SVR,-0.0566,0.0913,-0.1688,0.0562
tcnj_semantic,tcnj_semantic,7,339,pca_50,Ridge,-0.0566,0.1347,-0.2532,0.1267
tcnj_semantic,tcnj_semantic,7,339,spearman_30,LinearRegression,-0.0566,0.1347,-0.2532,0.1267
tcnj_semantic,tcnj_semantic,7,339,spearman_50,LinearRegression,-0.0566,0.1347,-0.2532,0.1267
tcnj_semantic,tcnj_semantic,7,339,pca_50,LinearRegression,-0.0566,0.1347,-0.2532,0.1267
HandCrafted+Audio,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o,948,339,pca_30,KF_LinearRegression,-0.0566,0.1369,-0.2155,0.1129
tcnj_semantic,tcnj_semantic,7,339,none,LinearRegression,-0.0566,0.1347,-0.2532,0.1267
tcnj_semantic,tcnj_semantic,7,339,pca_30,Ridge,-0.0566,0.1347,-0.2532,0.1267
tcnj_semantic,tcnj_semantic,7,339,pca_30,LinearRegression,-0.0566,0.1347,-0.2532,0.1267
HSVHistogram,HSVHistogram,72,339,none,Ridge,-0.0567,0.1373,-0.2773,0.1037
HandCrafted+DeepVisual,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,41616,339,pca_30,KF_LinearRegression,-0.0569,0.0779,-0.1727,0.0277
Audio,tcnj_audio_c|tcnj_audio_o,36,339,pca_50,GradientBoosting,-0.0574,0.0989,-0.1645,0.0848
tcnj_semantic,tcnj_semantic,7,339,spearman_50,Ridge,-0.0575,0.1343,-0.2527,0.1267
tcnj_semantic,tcnj_semantic,7,339,none,Ridge,-0.0575,0.1343,-0.2527,0.1267
tcnj_semantic,tcnj_semantic,7,339,spearman_30,Ridge,-0.0575,0.1343,-0.2527,0.1267
EfficientNetB3,EfficientNetB3,4608,339,pca_30,MLP,-0.0578,0.1343,-0.292,0.071
Audio+EmotionSemantic,tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,62,339,pca_30,GradientBoosting,-0.0578,0.1055,-0.256,0.0492
HSVHistogram,HSVHistogram,72,339,none,LinearRegression,-0.0583,0.136,-0.2784,0.097
HandCrafted+DeepVisual,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,41616,339,pca_50,MLP,-0.0589,0.1111,-0.2152,0.0968
AlexNet,AlexNet,12288,339,pca_30,KF_SVR,-0.0591,0.0492,-0.1198,0.0169
ResNet50,ResNet50,6144,339,pca_30,MLP,-0.0599,0.1469,-0.2904,0.0811
DeepVisual+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,40730,339,pca_50,KF_SVR,-0.0602,0.1174,-0.2811,0.0643
tcnj_audio_o,tcnj_audio_o,9,339,none,KF_Ridge,-0.0606,0.104,-0.2558,0.0324
tcnj_audio_o,tcnj_audio_o,9,339,spearman_50,KF_Ridge,-0.0606,0.104,-0.2558,0.0324
tcnj_audio_o,tcnj_audio_o,9,339,spearman_30,KF_Ridge,-0.0606,0.104,-0.2558,0.0324
HandCrafted+DeepVisual,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,41616,339,none,KF_GradientBoosting,-0.0607,0.1608,-0.3321,0.134
HSVHistogram,HSVHistogram,72,339,none,GradientBoosting,-0.0612,0.0917,-0.2353,0.0226
All,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,42190,339,pca_30,MLP,-0.0614,0.0708,-0.1463,0.0242
HSVHistogram,HSVHistogram,72,339,spearman_30,KF_LinearRegression,-0.0615,0.1264,-0.2439,0.1344
DeepVisual+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,40730,339,spearman_50,KF_LinearRegression,-0.062,0.166,-0.2646,0.2124
ViT,ViT,2304,339,spearman_50,GradientBoosting,-0.0621,0.1074,-0.1857,0.0738
VGG,VGG,12288,339,none,KF_GradientBoosting,-0.0628,0.1138,-0.2778,0.0444
HandCrafted+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_emotion|tcnj_semantic,938,339,spearman_30,MLP,-0.0636,0.0494,-0.1469,-0.0002
EfficientNetB3,EfficientNetB3,4608,339,pca_30,Ridge,-0.064,0.1381,-0.2519,0.1502
ViT,ViT,2304,339,pca_50,KF_GradientBoosting,-0.0648,0.1107,-0.2446,0.0639
VisualAll+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,42154,339,pca_50,KF_LinearRegression,-0.065,0.0754,-0.1456,0.0302
EmotionSemantic,tcnj_emotion|tcnj_semantic,26,339,none,GradientBoosting,-0.0653,0.056,-0.1737,-0.0158
VGG,VGG,12288,339,pca_50,KF_SVR,-0.0659,0.1696,-0.3683,0.112
DeepVisual+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,40730,339,none,MLP,-0.066,0.0488,-0.136,0.0167
RGBHistogram,RGBHistogram,72,339,none,KF_Ridge,-0.0662,0.1173,-0.2245,0.125
DeepVisual+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,40730,339,pca_50,KF_LinearRegression,-0.0663,0.0694,-0.1249,0.0688
R3D,R3D,512,339,none,GradientBoosting,-0.0665,0.1336,-0.2415,0.1496
Temporal,R3D,512,339,none,GradientBoosting,-0.0665,0.1336,-0.2415,0.1496
HandCrafted+DeepVisual+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,41642,339,pca_50,MLP,-0.0667,0.0925,-0.2061,0.0785
ResNet50,ResNet50,6144,339,pca_30,KF_SVR,-0.0672,0.1556,-0.2774,0.1305
EmotionSemantic,tcnj_emotion|tcnj_semantic,26,339,spearman_30,GradientBoosting,-0.0673,0.0577,-0.1796,-0.0216
EmotionSemantic,tcnj_emotion|tcnj_semantic,26,339,spearman_50,GradientBoosting,-0.0673,0.0577,-0.1796,-0.0216
VisualAll+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,42154,339,pca_30,KF_LinearRegression,-0.0675,0.0435,-0.1412,-0.0078
HandCrafted+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_emotion|tcnj_semantic,938,339,pca_30,MLP,-0.068,0.1097,-0.2126,0.0997
VGG,VGG,12288,339,none,KF_MLP,-0.0683,0.1447,-0.2634,0.0979
HandCrafted+Audio+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,974,339,pca_30,LinearRegression,-0.0683,0.1631,-0.286,0.1084
HandCrafted+Audio+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,974,339,pca_30,KF_LinearRegression,-0.0688,0.1178,-0.1866,0.1121
EfficientNetB3,EfficientNetB3,4608,339,pca_50,KF_MLP,-0.0692,0.0712,-0.1734,0.0377
DenseNet121,DenseNet121,3072,339,pca_30,KF_SVR,-0.0694,0.1342,-0.2479,0.1678
AlexNet,AlexNet,12288,339,pca_30,KF_LinearRegression,-0.0702,0.041,-0.1264,-0.0318
HandCrafted+DeepVisual+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,41642,339,pca_50,KF_GradientBoosting,-0.0703,0.0423,-0.1417,-0.0219
DeepVisual+Audio+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,40766,339,spearman_50,MLP,-0.0705,0.0935,-0.1847,0.0217
DeepVisual+Audio,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,40740,339,spearman_50,MLP,-0.0705,0.0935,-0.1847,0.0217
HSVHistogram,HSVHistogram,72,339,spearman_50,GradientBoosting,-0.0705,0.0835,-0.1882,0.0734
HandCrafted+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_emotion|tcnj_semantic,938,339,pca_50,LinearRegression,-0.071,0.1579,-0.3671,0.0786
RGBHistogram,RGBHistogram,72,339,pca_30,KF_GradientBoosting,-0.0713,0.1274,-0.2543,0.0599
DeepVisual,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,40704,339,spearman_50,MLP,-0.0714,0.0927,-0.1847,0.0217
DeepVisual+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,40730,339,spearman_50,MLP,-0.0714,0.0927,-0.1847,0.0217
HandCrafted+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_emotion|tcnj_semantic,938,339,pca_30,LinearRegression,-0.0714,0.1533,-0.3372,0.1166
HandCrafted+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_emotion|tcnj_semantic,938,339,pca_30,Ridge,-0.0718,0.1521,-0.3347,0.1175
tcnj_semantic,tcnj_semantic,7,339,spearman_30,GradientBoosting,-0.072,0.0939,-0.1953,0.0475
tcnj_semantic,tcnj_semantic,7,339,spearman_50,GradientBoosting,-0.072,0.0939,-0.1953,0.0475
Audio,tcnj_audio_c|tcnj_audio_o,36,339,pca_30,KF_Ridge,-0.0721,0.1641,-0.3464,0.1003
HandCrafted+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_emotion|tcnj_semantic,938,339,pca_50,Ridge,-0.0721,0.158,-0.3678,0.0732
Audio,tcnj_audio_c|tcnj_audio_o,36,339,pca_50,KF_Ridge,-0.0721,0.1641,-0.3464,0.1003
HandCrafted+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_emotion|tcnj_semantic,938,339,pca_50,MLP,-0.0723,0.0931,-0.1505,0.099
EmotionSemantic,tcnj_emotion|tcnj_semantic,26,339,pca_50,KF_MLP,-0.0724,0.1587,-0.3703,0.0818
EmotionSemantic,tcnj_emotion|tcnj_semantic,26,339,pca_30,KF_MLP,-0.0724,0.1587,-0.3703,0.0818
HandCrafted+DeepVisual+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,41642,339,pca_30,KF_LinearRegression,-0.0728,0.0427,-0.1216,-0.0067
DeepVisual+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,40730,339,pca_30,KF_LinearRegression,-0.074,0.0734,-0.1934,0.0253
ViT,ViT,2304,339,pca_30,GradientBoosting,-0.0746,0.1335,-0.3024,0.0764
tcnj_audio_c,tcnj_audio_c,27,339,spearman_50,KF_GradientBoosting,-0.0747,0.077,-0.174,0.0621
tcnj_audio_c,tcnj_audio_c,27,339,spearman_30,KF_GradientBoosting,-0.0747,0.077,-0.174,0.0621
tcnj_audio_c,tcnj_audio_c,27,339,none,KF_GradientBoosting,-0.0747,0.077,-0.174,0.0621
ViT,ViT,2304,339,spearman_50,Ridge,-0.0749,0.1156,-0.2402,0.0524
ViT,ViT,2304,339,spearman_50,LinearRegression,-0.0754,0.115,-0.2391,0.0516
ResNet50,ResNet50,6144,339,pca_50,GradientBoosting,-0.076,0.0467,-0.1539,-0.0115
RGBHistogram,RGBHistogram,72,339,pca_50,KF_MLP,-0.0763,0.0892,-0.2354,0.0149
DenseNet121,DenseNet121,3072,339,pca_30,GradientBoosting,-0.0769,0.0334,-0.1264,-0.0418
HandCrafted+Audio+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,974,339,pca_30,Ridge,-0.0772,0.1814,-0.3163,0.1006
Audio,tcnj_audio_c|tcnj_audio_o,36,339,pca_30,GradientBoosting,-0.0773,0.0643,-0.1236,0.0494
HandCrafted,HSVHistogram|RGBHistogram|LBP,912,339,pca_30,KF_SVR,-0.0777,0.1348,-0.3055,0.1158
tcnj_emotion,tcnj_emotion,19,339,pca_50,KF_LinearRegression,-0.0779,0.1132,-0.235,0.0725
tcnj_emotion,tcnj_emotion,19,339,pca_30,KF_LinearRegression,-0.0779,0.1132,-0.235,0.0725
HandCrafted+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_emotion|tcnj_semantic,938,339,pca_50,SVR,-0.0783,0.0988,-0.2309,0.0443
EfficientNetB3,EfficientNetB3,4608,339,none,KF_GradientBoosting,-0.0787,0.121,-0.1703,0.1577
tcnj_semantic,tcnj_semantic,7,339,pca_30,GradientBoosting,-0.0789,0.1061,-0.2037,0.0807
tcnj_semantic,tcnj_semantic,7,339,pca_50,GradientBoosting,-0.0789,0.1061,-0.2037,0.0807
HSVHistogram,HSVHistogram,72,339,pca_50,KF_LinearRegression,-0.08,0.0981,-0.1869,0.0933
HandCrafted,HSVHistogram|RGBHistogram|LBP,912,339,pca_30,KF_Ridge,-0.0808,0.1017,-0.2606,0.0023
HandCrafted+DeepVisual,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,41616,339,pca_30,MLP,-0.0808,0.0732,-0.1957,0.0006
HSVHistogram,HSVHistogram,72,339,spearman_50,KF_Ridge,-0.0812,0.113,-0.2802,0.0314
VisualAll,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,42128,339,pca_30,KF_LinearRegression,-0.0818,0.0612,-0.1457,0.0165
tcnj_audio_c,tcnj_audio_c,27,339,pca_50,SVR,-0.082,0.1221,-0.2748,0.0801
tcnj_audio_c,tcnj_audio_c,27,339,pca_30,SVR,-0.082,0.1221,-0.2748,0.0801
ViT,ViT,2304,339,pca_50,GradientBoosting,-0.0821,0.0935,-0.2249,0.0582
ViT,ViT,2304,339,none,MLP,-0.0827,0.1772,-0.3356,0.2119
VisualAll,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,42128,339,pca_30,MLP,-0.083,0.0817,-0.1567,0.0562
RGBHistogram,RGBHistogram,72,339,none,KF_LinearRegression,-0.0832,0.0703,-0.1811,0.0284
tcnj_semantic,tcnj_semantic,7,339,none,GradientBoosting,-0.0842,0.0938,-0.2011,0.032
ResNet50,ResNet50,6144,339,pca_50,KF_GradientBoosting,-0.0851,0.1245,-0.2104,0.0894
HandCrafted+DeepVisual+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,41642,339,pca_50,KF_LinearRegression,-0.0851,0.0658,-0.1475,0.0333
RGBHistogram,RGBHistogram,72,339,spearman_30,MLP,-0.0855,0.2085,-0.3465,0.1907
RGBHistogram,RGBHistogram,72,339,pca_30,MLP,-0.0858,0.1639,-0.3018,0.1053
HandCrafted+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_emotion|tcnj_semantic,938,339,none,KF_LinearRegression,-0.0866,0.0715,-0.1807,-0.0014
HSVHistogram,HSVHistogram,72,339,pca_50,GradientBoosting,-0.0871,0.141,-0.2887,0.1025
HandCrafted,HSVHistogram|RGBHistogram|LBP,912,339,pca_50,MLP,-0.0874,0.1518,-0.275,0.1213
HSVHistogram,HSVHistogram,72,339,pca_30,LinearRegression,-0.0879,0.0817,-0.2387,-0.0041
HandCrafted,HSVHistogram|RGBHistogram|LBP,912,339,pca_50,LinearRegression,-0.0879,0.1467,-0.2923,0.0928
HSVHistogram,HSVHistogram,72,339,pca_30,Ridge,-0.0879,0.0817,-0.2387,-0.0041
RGBHistogram,RGBHistogram,72,339,spearman_30,SVR,-0.088,0.1471,-0.2872,0.1646
tcnj_audio_c,tcnj_audio_c,27,339,pca_30,KF_Ridge,-0.0883,0.1449,-0.2571,0.0933
tcnj_audio_c,tcnj_audio_c,27,339,pca_50,KF_Ridge,-0.0883,0.1449,-0.2571,0.0933
ViT,ViT,2304,339,pca_50,KF_SVR,-0.089,0.1047,-0.2145,0.0363
RGBHistogram,RGBHistogram,72,339,pca_30,SVR,-0.0897,0.132,-0.3372,0.0325
HSVHistogram,HSVHistogram,72,339,none,KF_LinearRegression,-0.0898,0.0757,-0.2113,0.0256
DeepVisual+Audio+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,40766,339,pca_30,MLP,-0.0903,0.0793,-0.1443,0.0661
HandCrafted,HSVHistogram|RGBHistogram|LBP,912,339,pca_30,KF_GradientBoosting,-0.0917,0.112,-0.2763,0.0073
HandCrafted,HSVHistogram|RGBHistogram|LBP,912,339,pca_50,Ridge,-0.0929,0.149,-0.3058,0.0825
EfficientNetB3,EfficientNetB3,4608,339,pca_30,KF_MLP,-0.0935,0.0882,-0.238,-0.0189
EmotionSemantic,tcnj_emotion|tcnj_semantic,26,339,pca_30,SVR,-0.0941,0.1543,-0.271,0.0839
EmotionSemantic,tcnj_emotion|tcnj_semantic,26,339,pca_50,SVR,-0.0941,0.1543,-0.271,0.0839
DeepVisual,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,40704,339,pca_30,MLP,-0.0943,0.0754,-0.1884,0.0415
